,Importance,Feature
184,0.0010999999940395355,middle
185,0.0010999999940395355,home
186,0.0010999999940395355,delivery
187,0.0010999999940395355,clot
188,0.0010999999940395355,cast
189,0.0010999999940395355,access
190,0.0010999999940395355,a1c
191,0.0010999999940395355,70
192,0.0010999999940395355,500
193,0.0010999999940395355,1000
194,0.0007999999797903001,typically
195,0.0007999999797903001,subsequent
196,0.0007999999797903001,muscle
197,0.0007999999797903001,knees
198,0.0007999999797903001,implantation
199,0.0007999999797903001,films
200,0.0007999999797903001,facility
201,0.0007999999797903001,esophagus
202,0.0007999999797903001,elbow
203,0.0007999999797903001,dialysis
204,0.0007999999797903001,density
205,0.0007999999797903001,cord
206,0.0007999999797903001,consultation
207,0.0007999999797903001,clotting
208,0.0007999999797903001,chemotherapy
209,0.0007999999797903001,cavity
210,0.0007999999797903001,cava
211,0.0007999999797903001,cardioverter
212,0.0007999999797903001,canal
213,0.0007999999797903001,branch
214,0.0007999999797903001,airway
215,0.0007999999797903001,abnormal
216,0.0007999999797903001,50
217,0.0007999999797903001,250
218,0.0005000000237487257,tendons
219,0.0005000000237487257,technetium
220,0.0005000000237487257,relieve
221,0.0005000000237487257,pressure
222,0.0005000000237487257,posterior
223,0.0005000000237487257,plaque
224,0.0005000000237487257,pegfilgrastim
225,0.0005000000237487257,multiple
226,0.0005000000237487257,mammogram
227,0.0005000000237487257,machine
228,0.0005000000237487257,ketorolac
229,0.0005000000237487257,inflammation
230,0.0005000000237487257,includes
231,0.0005000000237487257,hexacetonide
232,0.0005000000237487257,generator
233,0.0005000000237487257,flow
234,0.0005000000237487257,evaluations
235,0.0005000000237487257,defibrillator
236,0.0005000000237487257,complex
237,0.0005000000237487257,ceftriaxone
238,0.0005000000237487257,balance
239,0.0005000000237487257,attachment
240,0.0005000000237487257,administered
241,0.0005000000237487257,a9270
242,0.0005000000237487257,11
243,0.0003000000142492354,written
244,0.0003000000142492354,toe
245,0.0003000000142492354,thyroid
246,0.0003000000142492354,throught
247,0.0003000000142492354,testing
248,0.0003000000142492354,surgical
249,0.0003000000142492354,stents
250,0.0003000000142492354,sacral
251,0.0003000000142492354,replacement
252,0.0003000000142492354,repair
253,0.0003000000142492354,radiographic
254,0.0003000000142492354,moderate
255,0.0003000000142492354,millicuries
256,0.0003000000142492354,medicare
257,0.0003000000142492354,low
258,0.0003000000142492354,joints
259,0.0003000000142492354,instrumentation
260,0.0003000000142492354,influenza
261,0.0003000000142492354,indication
262,0.0003000000142492354,image
263,0.0003000000142492354,identify
264,0.0003000000142492354,growths
265,0.0003000000142492354,group
266,0.0003000000142492354,exploration
267,0.0003000000142492354,emptying
268,0.0003000000142492354,drugs
269,0.0003000000142492354,drug
270,0.0003000000142492354,dobutamine
271,0.0003000000142492354,disc
272,0.0003000000142492354,diphtheria
273,0.0003000000142492354,deformity
274,0.0003000000142492354,cuff
275,0.0003000000142492354,cranial
276,0.0003000000142492354,comprehensive
277,0.0003000000142492354,circulation
278,0.0003000000142492354,capsule
279,0.0003000000142492354,body
280,0.0003000000142492354,biopsy
281,0.0003000000142492354,beneath
282,0.0003000000142492354,bending
283,0.0003000000142492354,aminophyllin
284,0.0003000000142492354,alcohol
285,0.0003000000142492354,air
286,0.0003000000142492354,adjustment
287,0.0003000000142492354,90
288,0.0003000000142492354,45
289,0.0003000000142492354,40
290,0.0003000000142492354,3mg
291,0.0003000000142492354,3d
292,0.0003000000142492354,35
293,0.0003000000142492354,25
294,0.0003000000142492354,20
295,0.0,zoledronic
296,0.0,yeast
297,0.0,years
298,0.0,year
299,0.0,wounds
300,0.0,wound
301,0.0,wire
302,0.0,windpipe
303,0.0,whooping
304,0.0,white
305,0.0,wet
306,0.0,wellness
307,0.0,week
308,0.0,wax
309,0.0,wave
310,0.0,water
311,0.0,washout
312,0.0,wall
313,0.0,waived
314,0.0,volumes
315,0.0,voiding
316,0.0,voice
317,0.0,vocal
318,0.0,vitreous
319,0.0,visually
320,0.0,visits
321,0.0,vision
322,0.0,vessels
323,0.0,vessel
324,0.0,vertigo
325,0.0,vertical
326,0.0,vertebral
327,0.0,vertebra
328,0.0,ventilation
329,0.0,venous
330,0.0,vena
331,0.0,veins
332,0.0,varicose
333,0.0,vaporization
334,0.0,valves
335,0.0,valve
336,0.0,vaginalis
337,0.0,vaginal
338,0.0,vagina
339,0.0,uterus
340,0.0,uterine
341,0.0,used
342,0.0,use
343,0.0,urinary
344,0.0,uric
345,0.0,urethra
346,0.0,ureters
347,0.0,ureter
348,0.0,urea
349,0.0,uptake
350,0.0,unna
351,0.0,units
352,0.0,unit
353,0.0,unilateral
354,0.0,underarms
355,0.0,underarm
356,0.0,unclassified
357,0.0,unattended
358,0.0,ultraviolet
359,0.0,ultrasonic
360,0.0,ulnar
361,0.0,type
362,0.0,tying
363,0.0,turning
364,0.0,tunnel
365,0.0,tumors
366,0.0,tumor
367,0.0,tubes
368,0.0,tuberculosis
369,0.0,tube
370,0.0,tsh
371,0.0,trunk
372,0.0,troponin
373,0.0,tromethamine
374,0.0,trocar
375,0.0,triptorelin
376,0.0,triglycerides
377,0.0,triggered
378,0.0,trigger
379,0.0,trichomonas
380,0.0,treatments
381,0.0,treatment
382,0.0,transplanted
383,0.0,transplantation
384,0.0,transplant
385,0.0,transmissions
386,0.0,transmission
387,0.0,transitional
388,0.0,transferrin
389,0.0,transfer
390,0.0,training
391,0.0,tracts
392,0.0,tract
393,0.0,toxoids
394,0.0,toxoid
395,0.0,total
396,0.0,topical
397,0.0,tone
398,0.0,toes
399,0.0,tobacco
400,0.0,tl
401,0.0,timed
402,0.0,tilt
403,0.0,thyroxine
404,0.0,thyroglobulin
405,0.0,thromboembolism
406,0.0,throat
407,0.0,threshold
408,0.0,threat
409,0.0,thirds
410,0.0,thigh
411,0.0,thallous
412,0.0,thallium
413,0.0,tetrofosmin
414,0.0,tetanus
415,0.0,testosterone
416,0.0,telephonic
417,0.0,telehealth
418,0.0,techniques
419,0.0,technique
420,0.0,technician
421,0.0,tears
422,0.0,tear
423,0.0,tc
424,0.0,tar
425,0.0,tap
426,0.0,tags
427,0.0,table
428,0.0,t3
429,0.0,synvisc
430,0.0,symptoms
431,0.0,symptom
432,0.0,sympathetic
433,0.0,swallowing
434,0.0,suture
435,0.0,suspension
436,0.0,survey
437,0.0,surrounding
438,0.0,surgery
439,0.0,surface
440,0.0,suppressive
441,0.0,support
442,0.0,supplies
443,0.0,supervision
444,0.0,supartz
445,0.0,sulfate
446,0.0,sugar
447,0.0,suction
448,0.0,sucrose
449,0.0,succinate
450,0.0,substitute
451,0.0,substances
452,0.0,substance
453,0.0,studies
454,0.0,structures
455,0.0,structure
456,0.0,strips
457,0.0,strip
458,0.0,stretching
459,0.0,stress
460,0.0,streptococcus
461,0.0,strep
462,0.0,strength
463,0.0,strapping
464,0.0,stool
465,0.0,stones
466,0.0,stone
467,0.0,stomach
468,0.0,stimulation
469,0.0,stimulating
470,0.0,stimulated
471,0.0,steroid
472,0.0,sterile
473,0.0,stereotactic
474,0.0,stent
475,0.0,status
476,0.0,standing
477,0.0,stained
478,0.0,stain
479,0.0,stage
480,0.0,stabilization
481,0.0,sq
482,0.0,sputum
483,0.0,split
484,0.0,splint
485,0.0,sphincter
486,0.0,speed
487,0.0,speech
488,0.0,specimens
489,0.0,specified
490,0.0,specific
491,0.0,species
492,0.0,special
493,0.0,sounds
494,0.0,sound
495,0.0,solution
496,0.0,smoking
497,0.0,small
498,0.0,slit
499,0.0,sling
500,0.0,slides
501,0.0,sleep
502,0.0,skull
503,0.0,sites
504,0.0,site
505,0.0,sinus
506,0.0,simultaneous
507,0.0,simulation
508,0.0,simple
509,0.0,significant
510,0.0,sides
511,0.0,shunt
512,0.0,shock
513,0.0,sheath
514,0.0,shaving
515,0.0,sgpt
516,0.0,sgot
517,0.0,severity
518,0.0,severe
519,0.0,sestamibi
520,0.0,sessions
521,0.0,session
522,0.0,service
523,0.0,serum
524,0.0,sequential
525,0.0,separation
526,0.0,separately
527,0.0,self
528,0.0,selective
529,0.0,seizure
530,0.0,segments
531,0.0,sedimentation
532,0.0,sedative
533,0.0,sedation
534,0.0,secretions
535,0.0,scrotum
536,0.0,scrotal
537,0.0,screening
538,0.0,screen
539,0.0,sclera
540,0.0,sciatic
541,0.0,schedule
542,0.0,scar
543,0.0,scanning
544,0.0,scalp
545,0.0,saturation
546,0.0,sampling
547,0.0,sample
548,0.0,saline
549,0.0,sacroiliac
550,0.0,rubidium
551,0.0,rubber
552,0.0,routine
553,0.0,rotator
554,0.0,rotating
555,0.0,root
556,0.0,room
557,0.0,roadmapping
558,0.0,rituximab
559,0.0,risk
560,0.0,right
561,0.0,ribs
562,0.0,rhythm
563,0.0,rheumatoid
564,0.0,revision
565,0.0,review
566,0.0,retinal
567,0.0,results
568,0.0,restart
569,0.0,rest
570,0.0,responses
571,0.0,response
572,0.0,respiratory
573,0.0,respiration
574,0.0,resonance
575,0.0,reshaping
576,0.0,requiring
577,0.0,required
578,0.0,reprogramming
579,0.0,reproductive
580,0.0,repositioning
581,0.0,reports
582,0.0,reporting
583,0.0,repeated
584,0.0,removing
585,0.0,remote
586,0.0,remaining
587,0.0,related
588,0.0,rehabilitation
589,0.0,regulate
590,0.0,regular
591,0.0,regions
592,0.0,region
593,0.0,refilling
594,0.0,refill
595,0.0,red
596,0.0,recurring
597,0.0,rectal
598,0.0,recording
599,0.0,recorder
600,0.0,reconstruction
601,0.0,recognition
602,0.0,receiving
603,0.0,receiver
604,0.0,real
605,0.0,reagent
606,0.0,reactive
607,0.0,reaction
608,0.0,rb
609,0.0,rate
610,0.0,ranitidine
611,0.0,ranibizumab
612,0.0,range
613,0.0,radiotherapy
614,0.0,radiology
615,0.0,radioactive
616,0.0,qualitative
617,0.0,qualified
618,0.0,pylori
619,0.0,push
620,0.0,purposes
621,0.0,pure
622,0.0,pump
623,0.0,pulse
624,0.0,psychotherapy
625,0.0,psychologist
626,0.0,psychological
627,0.0,psychiatric
628,0.0,psa
629,0.0,provision
630,0.0,provider
631,0.0,provided
632,0.0,protein
633,0.0,protection
634,0.0,prosthetic
635,0.0,prosthesis
636,0.0,prostate
637,0.0,prone
638,0.0,promethazine
639,0.0,prolonged
640,0.0,programming
641,0.0,programmed
642,0.0,professional
643,0.0,product
644,0.0,producing
645,0.0,procedures
646,0.0,problem
647,0.0,probing
648,0.0,probe
649,0.0,prior
650,0.0,primary
651,0.0,preventive
652,0.0,pressured
653,0.0,preservative
654,0.0,present
655,0.0,prescribed
656,0.0,preparing
657,0.0,preparations
658,0.0,preparation
659,0.0,preoperative
660,0.0,premalignant
661,0.0,pregnancy
662,0.0,pps
663,0.0,power
664,0.0,potassium
665,0.0,postural
666,0.0,postprocessing
667,0.0,posterolateral
668,0.0,positive
669,0.0,positions
670,0.0,positioning
671,0.0,position
672,0.0,portion
673,0.0,portable
674,0.0,port
675,0.0,polysaccharide
676,0.0,polyps
677,0.0,polyp
678,0.0,points
679,0.0,plug
680,0.0,plethysmography
681,0.0,platelets
682,0.0,platelet
683,0.0,plate
684,0.0,plans
685,0.0,planning
686,0.0,plana
687,0.0,places
688,0.0,placement
689,0.0,physicians
690,0.0,photography
691,0.0,phosphate
692,0.0,phosphatase
693,0.0,phase
694,0.0,ph
695,0.0,petrolatum
696,0.0,pessary
697,0.0,pertussis
698,0.0,personalized
699,0.0,permanent
700,0.0,peripheral
701,0.0,period
702,0.0,performing
703,0.0,performed
704,0.0,performance
705,0.0,perflutren
706,0.0,percutaneous
707,0.0,peptide
708,0.0,pelvis
709,0.0,pelvic
710,0.0,patterns
711,0.0,patient
712,0.0,patien
713,0.0,pathology
714,0.0,passages
715,0.0,passage
716,0.0,participating
717,0.0,partial
718,0.0,pars
719,0.0,parathyroid
720,0.0,parathormone
721,0.0,parasympathetic
722,0.0,parasites
723,0.0,parasite
724,0.0,paranasal
725,0.0,parameters
726,0.0,paralysis
727,0.0,papanicolaou
728,0.0,panel
729,0.0,pancreatic
730,0.0,pamoate
731,0.0,palonosetron
732,0.0,paclitaxel
733,0.0,pacing
734,0.0,oxygen
735,0.0,oxide
736,0.0,oxaliplatin
737,0.0,overnight
738,0.0,outward
739,0.0,outside
740,0.0,outpatient
741,0.0,outlet
742,0.0,outflow
743,0.0,outer
744,0.0,osteopathic
745,0.0,osmolar
746,0.0,orthovisc
747,0.0,originating
748,0.0,original
749,0.0,origin
750,0.0,organisms
751,0.0,oral
752,0.0,optic
753,0.0,opiates
754,0.0,ophthalmoscope
755,0.0,operation
756,0.0,operating
757,0.0,openings
758,0.0,opening
759,0.0,open
760,0.0,ondansetron
761,0.0,onabotulinumtoxina
762,0.0,octafluoropropane
763,0.0,occurring
764,0.0,occult
765,0.0,occlusion
766,0.0,occipital
767,0.0,obtaining
768,0.0,obtain
769,0.0,obstruction
770,0.0,obesity
771,0.0,number
772,0.0,nuclear
773,0.0,nose
774,0.0,nos
775,0.0,normal
776,0.0,nonpressure
777,0.0,non
778,0.0,nodes
779,0.0,node
780,0.0,nitrogen
781,0.0,nitric
782,0.0,neurostimulator
783,0.0,neuropsychological
784,0.0,neurophysiology
785,0.0,neurobehavioral
786,0.0,nervous
787,0.0,nerves
788,0.0,neoplastic
789,0.0,needles
790,0.0,neck
791,0.0,nebulizer
792,0.0,nearby
793,0.0,navigational
794,0.0,natriuretic
795,0.0,nasal
796,0.0,narrowed
797,0.0,nail
798,0.0,myoglobin
799,0.0,muscles
800,0.0,multiplex
801,0.0,multihance
802,0.0,multidisciplinary
803,0.0,mri
804,0.0,mra
805,0.0,movements
806,0.0,movement
807,0.0,moveable
808,0.0,mouth
809,0.0,mounts
810,0.0,motion
811,0.0,months
812,0.0,month
813,0.0,monitoring
814,0.0,monitor
815,0.0,molecular
816,0.0,modulation
817,0.0,modulated
818,0.0,moderately
819,0.0,modalities
820,0.0,misuse
821,0.0,minute
822,0.0,minor
823,0.0,minimum
824,0.0,millicurie
825,0.0,midazolam
826,0.0,mid
827,0.0,microsomal
828,0.0,microscopic
829,0.0,microscope
830,0.0,microgram
831,0.0,microfluid
832,0.0,methylprednisolone
833,0.0,method
834,0.0,methamphetamine
835,0.0,methadone
836,0.0,metered
837,0.0,metabolic
838,0.0,mesh
839,0.0,meq
840,0.0,meprobamate
841,0.0,meperidine
842,0.0,membrane
843,0.0,member
844,0.0,meets
845,0.0,meeting
846,0.0,medronate
847,0.0,medium
848,0.0,medication
849,0.0,medical
850,0.0,median
851,0.0,mechanical
852,0.0,measurements
853,0.0,mcg
854,0.0,materials
855,0.0,material
856,0.0,match
857,0.0,mastoid
858,0.0,massage
859,0.0,mask
860,0.0,marrow
861,0.0,margin
862,0.0,mapping
863,0.0,manipulative
864,0.0,maneuvers
865,0.0,management
866,0.0,mammographic
867,0.0,malignant
868,0.0,major
869,0.0,maintenance
870,0.0,main
871,0.0,magnetic
872,0.0,magnesium
873,0.0,lyophilized
874,0.0,lymphatic
875,0.0,lymph
876,0.0,lungs
877,0.0,lower
878,0.0,loss
879,0.0,lorazepam
880,0.0,longer
881,0.0,lock
882,0.0,localization
883,0.0,local
884,0.0,lobe
885,0.0,liver
886,0.0,list
887,0.0,liquid
888,0.0,lips
889,0.0,lipids
890,0.0,lipid
891,0.0,lipase
892,0.0,lining
893,0.0,lincomycin
894,0.0,limited
895,0.0,light
896,0.0,ligament
897,0.0,life
898,0.0,lidocaine
899,0.0,leuprolide
900,0.0,leucovorin
901,0.0,lesions
902,0.0,length
903,0.0,legs
904,0.0,left
905,0.0,leaking
906,0.0,leakage
907,0.0,leads
908,0.0,ldl
909,0.0,layer
910,0.0,largest
911,0.0,large
912,0.0,lamp
913,0.0,lactate
914,0.0,laboratory
915,0.0,labeled
916,0.0,lab
917,0.0,koh
918,0.0,kinase
919,0.0,kidneys
920,0.0,isolates
921,0.0,isodose
922,0.0,irrigation
923,0.0,iron
924,0.0,iris
925,0.0,ipsilateral
926,0.0,ipratropium
927,0.0,ippb
928,0.0,iodine
929,0.0,inward
930,0.0,involving
931,0.0,introduction
932,0.0,intravesical
933,0.0,intravenous
934,0.0,intravascular
935,0.0,intrathoracic
936,0.0,intraoperative
937,0.0,intracranial
938,0.0,intra
939,0.0,intestine
940,0.0,interspace
941,0.0,internal
942,0.0,intermittent
943,0.0,intermediate
944,0.0,interactive
945,0.0,intensive
946,0.0,intensity
947,0.0,insufficient
948,0.0,instrument
949,0.0,instillation
950,0.0,instead
951,0.0,instability
952,0.0,inr
953,0.0,inner
954,0.0,injury
955,0.0,injured
956,0.0,initiation
957,0.0,inhibiting
958,0.0,inhaler
959,0.0,inhaled
960,0.0,inhalation
961,0.0,inflow
962,0.0,infliximab
963,0.0,infectious
964,0.0,infection
965,0.0,infants
966,0.0,indwelling
967,0.0,induction
968,0.0,induced
969,0.0,individuals
970,0.0,individual
971,0.0,incremental
972,0.0,incompetent
973,0.0,incisions
974,0.0,incisional
975,0.0,incision
976,0.0,impulses
977,0.0,improve
978,0.0,imple
979,0.0,implanted
980,0.0,implantable
981,0.0,implant
982,0.0,impacted
983,0.0,impact
984,0.0,immunotherapy
985,0.0,immunologic
986,0.0,immunohistochemistry
987,0.0,immunocytochemistry
988,0.0,immunoassay
989,0.0,immune
990,0.0,immediate
991,0.0,imbalance
992,0.0,ill
993,0.0,iliac
994,0.0,identification
995,0.0,hydroxide
996,0.0,hydrogen
997,0.0,hydrochloride
998,0.0,hydration
999,0.0,hyaluronan
1000,0.0,hst
1001,0.0,hours
1002,0.0,hospice
1003,0.0,hormonal
1004,0.0,homocysteine
1005,0.0,hips
1006,0.0,highly
1007,0.0,high
1008,0.0,hernia
1009,0.0,hepatitis
1010,0.0,heparin
1011,0.0,hemorrhoids
1012,0.0,hemorrhoid
1013,0.0,hemodialysis
1014,0.0,helicobacter
1015,0.0,held
1016,0.0,height
1017,0.0,heel
1018,0.0,heat
1019,0.0,hearing
1020,0.0,healthcare
1021,0.0,health
1022,0.0,hdl
1023,0.0,hcl
1024,0.0,harvest
1025,0.0,hardware
1026,0.0,hands
1027,0.0,hand
1028,0.0,guided
1029,0.0,guide
1030,0.0,gross
1031,0.0,groin
1032,0.0,greater
1033,0.0,great
1034,0.0,graphs
1035,0.0,graphic
1036,0.0,granisetron
1037,0.0,grafts
1038,0.0,grafting
1039,0.0,graft
1040,0.0,gonadotropin
1041,0.0,gm
1042,0.0,glutamyltransferase
1043,0.0,glucose
1044,0.0,globulin
1045,0.0,glands
1046,0.0,gland
1047,0.0,gi
1048,0.0,gentamicin
1049,0.0,genitals
1050,0.0,genital
1051,0.0,genetic
1052,0.0,gene
1053,0.0,gemcitabine
1054,0.0,gel
1055,0.0,gastrointestinal
1056,0.0,gas
1057,0.0,gardnerella
1058,0.0,garamycin
1059,0.0,gammaglobulin
1060,0.0,gallbladder
1061,0.0,gadolinium
1062,0.0,gadobutrol
1063,0.0,gadobenate
1064,0.0,furosemide
1065,0.0,fungi
1066,0.0,functional
1067,0.0,frequent
1068,0.0,free
1069,0.0,fragments
1070,0.0,fracture
1071,0.0,fosaprepitant
1072,0.0,form
1073,0.0,foreign
1074,0.0,forehead
1075,0.0,forearm
1076,0.0,forceps
1077,0.0,foot
1078,0.0,following
1079,0.0,follow
1080,0.0,follicle
1081,0.0,folic
1082,0.0,fluvirin
1083,0.0,flush
1084,0.0,fluorouracil
1085,0.0,fluoroscopic
1086,0.0,fluorodeoxyglucose
1087,0.0,fluid
1088,0.0,flexible
1089,0.0,flexibility
1090,0.0,flaps
1091,0.0,flap
1092,0.0,fitting
1093,0.0,fingers
1094,0.0,finger
1095,0.0,fine
1096,0.0,final
1097,0.0,filter
1098,0.0,filgrastim
1099,0.0,fields
1100,0.0,field
1101,0.0,fibrillation
1102,0.0,fiberglass
1103,0.0,fetus
1104,0.0,ferumoxytol
1105,0.0,ferritin
1106,0.0,ferric
1107,0.0,fentanyl
1108,0.0,femoral
1109,0.0,female
1110,0.0,feet
1111,0.0,feeding
1112,0.0,fee
1113,0.0,fecal
1114,0.0,fdg
1115,0.0,fda
1116,0.0,fat
1117,0.0,fascia
1118,0.0,family
1119,0.0,factor
1120,0.0,facial
1121,0.0,facet
1122,0.0,eyes
1123,0.0,eyelids
1124,0.0,eyelid
1125,0.0,eyelashes
1126,0.0,eyeball
1127,0.0,extremity
1128,0.0,extracts
1129,0.0,extract
1130,0.0,extracranial
1131,0.0,external
1132,0.0,extensive
1133,0.0,extended
1134,0.0,existing
1135,0.0,exhaled
1136,0.0,exhalation
1137,0.0,exercise
1138,0.0,exclusively
1139,0.0,excluding
1140,0.0,excessive
1141,0.0,examine
1142,0.0,examinations
1143,0.0,evoked
1144,0.0,events
1145,0.0,euflexxa
1146,0.0,ethanol
1147,0.0,esrd
1148,0.0,esophageal
1149,0.0,equipment
1150,0.0,epoetin
1151,0.0,enzyme
1152,0.0,enrollment
1153,0.0,endurance
1154,0.0,endovascular
1155,0.0,endoscopic
1156,0.0,encounter
1157,0.0,emergent
1158,0.0,emergency
1159,0.0,electronic
1160,0.0,electrolytes
1161,0.0,electroencephalograph
1162,0.0,electrode
1163,0.0,electro
1164,0.0,electric
1165,0.0,ejection
1166,0.0,effort
1167,0.0,eeg
1168,0.0,educate
1169,0.0,ecg
1170,0.0,ears
1171,0.0,eardrum
1172,0.0,dye
1173,0.0,ducts
1174,0.0,duct
1175,0.0,drowsy
1176,0.0,drawing
1177,0.0,drainage
1178,0.0,dosages
1179,0.0,dosage
1180,0.0,doppler
1181,0.0,donor
1182,0.0,documentation
1183,0.0,docetaxel
1184,0.0,dna
1185,0.0,dme
1186,0.0,dividing
1187,0.0,distribution
1188,0.0,distal
1189,0.0,dissolve
1190,0.0,disorder
1191,0.0,disease
1192,0.0,disconnection
1193,0.0,direction
1194,0.0,directed
1195,0.0,direct
1196,0.0,dipyridamole
1197,0.0,diphenhydramine
1198,0.0,dioxide
1199,0.0,dimeglumine
1200,0.0,dilution
1201,0.0,dilation
1202,0.0,dihydromorphinone
1203,0.0,dihydrocodeinone
1204,0.0,digoxin
1205,0.0,digestive
1206,0.0,diffusing
1207,0.0,different
1208,0.0,diabetes
1209,0.0,dextrose
1210,0.0,dextran
1211,0.0,dexamethasone
1212,0.0,devices
1213,0.0,device
1214,0.0,deviation
1215,0.0,development
